region,hf_id,hf_name,indicator,iqr,zscore,ttt
Amhara Regional Health Bureau,BWGIx5QqALk,Huletu Teleta Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,LzYzvUo1omZ,Limado Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,O5OBRTomUrA,Asabahir Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,HERlYKsVgKi,Tebela Health Post,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,HYgRIFWsgqe,Ansa Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,hVDKEtSdczX,Uzaba Health Post,penta3,1.0,1.0,1.0
Amhara Regional Health Bureau,vp0YDp76tn3,Mesla Health Center,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,vp0YDp76tn3,Mesla Health Center,penta3,NaN,NaN,NaN
Amhara Regional Health Bureau,F3kojaSQduq,Jingo Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,UI3xHHK0zgW,Dido Health Post,ipv,0.0,0.0,2.0
Amhara Regional Health Bureau,fCCvLHA91pq,Kupar Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,fCCvLHA91pq,Kupar Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,zDrin494D8h,Chena Health Center,penta3,NaN,NaN,NaN
Amhara Regional Health Bureau,fDTzepxtdxF,Rarati Health Post,mcv1,1.0,0.0,1.0
Amhara Regional Health Bureau,TYzcDOzFtHQ,Yemezegn Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,TYzcDOzFtHQ,Yemezegn Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,vLgm0VSkst6,Abiotu Selam Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,dJfJQWB60gU,Ziguda Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,kqdbYgRjN2M,Denegera Health post ,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,OY8GD1EOQFV,Mikogo Health Post,penta3,NaN,NaN,NaN
Amhara Regional Health Bureau,OoWQRyWH9dL,Kuni Health Center,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,OoWQRyWH9dL,Kuni Health Center,full_vacc,0.0,1.0,1.0
Amhara Regional Health Bureau,iNZH12MOPQI,Harewa Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,iNZH12MOPQI,Harewa Health Center,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,H7WI79rrvCN,Mentie Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,H7WI79rrvCN,Mentie Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,x9WD4ZlqFQS,Assech Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,x9WD4ZlqFQS,Assech Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,wEQCz3MrsLX,Kombolcha General Hospital,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,SA3sShh9t9P,Toll Health Center,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,SA3sShh9t9P,Toll Health Center,penta1,1.0,1.0,1.0
Amhara Regional Health Bureau,P02V9ZfTJK3,Wogedad Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,GGqyO7bBqLf,Alehuat Health Post,penta3,1.0,1.0,1.0
Amhara Regional Health Bureau,Jv3yFmb18wu,Debir Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,Jv3yFmb18wu,Debir Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,Upw5RPB8HZb,Zewldie Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,sB0iJdxziTp,Luligeserat Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,q2NRz9a1rVH,Bahir Dar Health Center,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,P7Zri6kfyhq,Mendere Giyorgis Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,IlaEvMgiiBu,Shumige Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,pJQU5V4W81Y,Gohamariam Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,pJQU5V4W81Y,Gohamariam Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,puK0GRWoGHy,Wonzye Health Center,penta1,NaN,NaN,NaN
Amhara Regional Health Bureau,jVzrMsXZCux,Cher Tekel Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,epxMk33cuFY,Zow Mariam Health Center,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,epxMk33cuFY,Zow Mariam Health Center,penta3,NaN,NaN,NaN
Amhara Regional Health Bureau,MRcDUiVI6mS,Gelawdiwos Health Center,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,THWswudv9kI,Debre Egzi Health Post,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,J4d5NJBZGio,Wogela Health Post,mcv1,2.0,1.0,1.0
Amhara Regional Health Bureau,Qp1DGwlEVwL,Yedefas Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,Qp1DGwlEVwL,Yedefas Health Post,penta3,0.0,1.0,1.0
Amhara Regional Health Bureau,TZImlH9sbSa,Workie Health Center,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,HAfNSTciyEW,Ambeshit Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,W6qFgF7Rf4v,Maji Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,W6qFgF7Rf4v,Maji Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,WhLDWORONen,Gujjgn Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,l5CZndjjpTl,Dibbahir Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,utOUbacFj3b,Segenet Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,MQi7pyqCAKp,Zegie Health Center,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,X08UAq3Npwt,Agona Health Center,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,DqEsktrf6Xp,Goba Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,uSiq8MrcSYv,Tamo dwaro Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,H16FYhhPTmv,Mergech Health Center,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,U5hPkQSAi8c,Enzlish Health post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,Ptqxy6vn59J,Kemisie General Hospital,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,QqyMLbZYnuz,Ayera General Hospital,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,G6eytkWXljt,Bete Yohannes Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,uP9T6Ky5yfm,Hara Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,gupi6KFkpKJ,Tafoch Danbul Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,n36X46n2jeT,Agew Gimjabet Primary Hospital,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,GEnMS7CoqhL,Dingayber Health Center,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,bAjRaZme9PE,Senbo Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,ST4cDlzxb1U,Ashakula Health Post,ipv,0.0,1.0,2.0
Amhara Regional Health Bureau,ST4cDlzxb1U,Ashakula Health Post,penta1,0.0,0.0,2.0
Amhara Regional Health Bureau,Mi8HAZYItnc,Wonbelasie Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,Mi8HAZYItnc,Wonbelasie Health Post,penta3,1.0,1.0,1.0
Amhara Regional Health Bureau,maXea5xhtmW,Addis Amba Health Center,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,ApJ1XOS6Owp,Bergibi Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,ApJ1XOS6Owp,Bergibi Health Post,penta3,0.0,0.0,2.0
Amhara Regional Health Bureau,DBhRlRbtKjo,Ligaba Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,JniVYmIXSE1,Agummamit Health Center,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,VM21EVqqS5e,Mekides Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,K2JhHWMZPO5,Amijaye Health Post ,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,K2JhHWMZPO5,Amijaye Health Post ,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,HqX1w3Ie9eX,Kidamit Health Center,penta3,NaN,NaN,NaN
Amhara Regional Health Bureau,SxL7W30Xi5n,Ashere Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,SzX0jpFEi4L,Gedebe Health Center,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,qb4t3ofujI4,Tsemera Health Center,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,iruMONszJyC,Gond Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,jjX6L4jUlkf,Abergina Health Post,ipv,2.0,0.0,2.0
Amhara Regional Health Bureau,Gd09tvSWVgs,Defuka Health Center,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,rSiqrII5sll,Bulga Health Center,rota2,0.0,1.0,1.0
Amhara Regional Health Bureau,iYPsZVO1Bzm,Lay Mikael Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,uJc3JcR6cnX,Goshebado Health Center,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,vWrvpnT2EXm,Dengel Health Post,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,K36FxPTVKEU,Mukech Health Post,bcg,0.0,1.0,1.0
Amhara Regional Health Bureau,bbR60M3ZwnR,Shinfa Health Center,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,DMahY8A9zmR,Tebabarie Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,ODI7WOtDR7O,Kansen Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,JGHgk3j3NO0,Mudi Kalu Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,BSGfJQ4Ruvg,Abedray Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,bK0T0WRsrHf,Abegelidy health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,ptcPVNvSQQu,Agew Gimjabet Health Center,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,SVtbPA0KtNY,Deganadir Health Post,full_vacc,0.0,1.0,1.0
Amhara Regional Health Bureau,OCXQdnmNs99,Argo Woreyu Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,QEkGtgvkOA4,Tirahina Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,QEkGtgvkOA4,Tirahina Health Post,full_vacc,0.0,1.0,1.0
Amhara Regional Health Bureau,JwuYkHCtU4d,Ketachiliga Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,JwuYkHCtU4d,Ketachiliga Health Post,penta3,0.0,1.0,1.0
Amhara Regional Health Bureau,aPuqYYdRjSg,Jereba Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,pTZY9UEs5od,Tuluaweliya Health Center,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,fXDEt8qxCmT,Dikularba Health Post,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,fjZx1Z3bnaC,Guna Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,KdNvDRU51n5,Kubit Health Center,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,KdNvDRU51n5,Kubit Health Center,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,C9InTlwo085,Woreta Health Center,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,g4DKX2TqZjP,Dariya Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,tOwGpZKgfZk,Girana Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,EUOMVDwT8IP,Asewa Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,RB6ImS1IiHI,Adisgie Health Post,mcv1,3.0,1.0,1.0
Amhara Regional Health Bureau,OLNhJPgoJDV,Abelaseyna Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,hVmQLkliCU0,Gargnbit Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,hVmQLkliCU0,Gargnbit Health Post,penta1,1.0,1.0,1.0
Amhara Regional Health Bureau,vmisrD7FXXB,Dilamo Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,vmisrD7FXXB,Dilamo Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,ZWZiSDFVBJ4,Jambi Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,ZWZiSDFVBJ4,Jambi Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,TU9Fiw7MLLo,Sirbamenbko Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,XJfDePMtY4r,Tikeledingay Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,aaTlG9JTjJK,Tima Tikishgn Health Post,ipv,2.0,0.0,1.0
Amhara Regional Health Bureau,jqG67WNAznq,Arema Health Post,full_vacc,3.0,1.0,1.0
Amhara Regional Health Bureau,kCSdpERhrQc,Wunbiri Wundigi Health Center,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,HLaM0eM1i0j,Awunt Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,v26EMr3HWEM,Aste  Seyfeard Health Center,mcv1,2.0,1.0,1.0
Amhara Regional Health Bureau,v26EMr3HWEM,Aste  Seyfeard Health Center,full_vacc,2.0,1.0,1.0
Amhara Regional Health Bureau,ygYWvbIFu5Q,Anchim Health Center,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,BSJfUYtSTu1,Kongerchula Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,eQOC9O5L70v,Bulbulo Health Post,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,NOHW6mnslmw,Gulie Health Center,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,DwrwOfMYM28,Anibesit Health Post,ipv,2.0,1.0,2.0
Amhara Regional Health Bureau,DwrwOfMYM28,Anibesit Health Post,penta1,2.0,2.0,2.0
Amhara Regional Health Bureau,k2PhLWWzAzy,Zagie Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,urulkmTcBZc,Gelbiena Health Post,penta3,NaN,NaN,NaN
Amhara Regional Health Bureau,U4fUrnkFR8v,Kodema Health Post,rota2,0.0,1.0,1.0
Amhara Regional Health Bureau,YZqxchRqNCZ,Bad Health Post,penta3,NaN,NaN,NaN
Amhara Regional Health Bureau,vcu6rERZsBA,Kachana Gudi Health Center,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,jet7KBvq7oO,Sefiberet Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,jet7KBvq7oO,Sefiberet Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,VupYgIRJEcO,Tach Mikael Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,Hq1Ll831FPa,Wotenb Health Post,mcv1,0.0,1.0,1.0
Amhara Regional Health Bureau,jJKT1D2sHZN,Tenguma Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,jJKT1D2sHZN,Tenguma Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,iVj1V2TR2Pj,Tame Health Center,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,kIpDgISRmxu,Doma health post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,kIpDgISRmxu,Doma health post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,lvG4duuerA0,Buambua Wuha Health Center,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,jnMLCmv3DfQ,Seramre Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,opY1neUQhF1,Misle Awash Health Center,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,mFGngLBatG2,Angar Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,mFGngLBatG2,Angar Health Post,penta1,1.0,1.0,1.0
Amhara Regional Health Bureau,i4xJWD3vY5d,Jara Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,momA4UrI0U2,Kebele  Health Post,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,n3AeHfiBT22,06Sekeshimbra Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,MmTtyxQCnJq,Quharabo Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,ysMK6paZtnY,Debre Selam Health Post,mcv1,2.0,0.0,2.0
Amhara Regional Health Bureau,CgBrUgxXfx8,Tikure Health Post,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,ebv6Wafqdle,Debre Abeba Health Post,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,LtFhO3vu4D0,Adigagra Health Center,penta3,NaN,NaN,NaN
Amhara Regional Health Bureau,r4sFGnS8yGg,Estayish Health Post,penta3,2.0,0.0,1.0
Amhara Regional Health Bureau,mSJ3Jkq9dxl,Asika Health Post,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,tccVQZJuRZu,Dufti Hamusit Health post,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,gwOGp2cIXUO,Wusla Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,JMmfMQr1q8k,Mega Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,xROLULR95rM,Genbera Health Center,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,DuKP9DOk5PN,Adagat Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,QkOQrNhCNIk,Kuch Health Center,mcv1,0.0,1.0,1.0
Amhara Regional Health Bureau,QkOQrNhCNIk,Kuch Health Center,full_vacc,0.0,1.0,1.0
Amhara Regional Health Bureau,BiLPMO2QfwW,Yenebirna Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,Xgme34VOYoN,Guyema Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,SCcdbAsTIp0,Abayater Health Center,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,mF8czXW4bAB,Ademe Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,mF8czXW4bAB,Ademe Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,EZJIoEwjSyW,Midre Bara Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,OReiFl4NPlB,Shediho Meket Primary Hospital,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,YkqNEtEkvTa,Ashifa Health center,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,gzhPayOonN2,Gult Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,PkK3pSy5oTR,Titar Badima Yizar Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,PkK3pSy5oTR,Titar Badima Yizar Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,xaG8rqLoGUh,Debre Elias Primary Hospital,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,mrx0yo5d4HU,Ziban Kola Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,E9heyrMiOKE,Sali Health Center,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,koObBOpBRV1,Amdework Primary Hospital,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,koObBOpBRV1,Amdework Primary Hospital,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,yZDnk36Mw3X,Bera Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,ZRBZXqwfoqv,Jigrita Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,lcJHN9BqJtU,Bidaro Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,h6gXc1w2lhj,Semogne Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,DqtbhvRbZmm,Agamach Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,Ju6bp6MhsVI,Yedit Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,yQFhjlHys9d,Segno Gebeya Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,cRiorEEOFNG,Feres Woga Health Center,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,Fkw0r9dprlW,Sera Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,Fev6wlwJSoe,Asketema Health Center,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,D8LzCRh2Y8f,Miskabe Health Post,mcv1,2.0,1.0,1.0
Amhara Regional Health Bureau,NT1F2toXDhr,Gungana Dihi Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,NT1F2toXDhr,Gungana Dihi Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,PjpDe0m8jLm,Denbeya Health Post,mcv1,0.0,1.0,1.0
Amhara Regional Health Bureau,KyaR6yd1IYt,Fintirie Health Post,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,oi6jt4ty9rg,Amisteya Health Post,bcg,0.0,1.0,1.0
Amhara Regional Health Bureau,iZVSO9FbKRs,Komezemie Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,iZVSO9FbKRs,Komezemie Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,CJkS7RoyJjW,Zere Genet Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,NgU58J2m7Je,Chirokadis Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,diHQFEeUUzS,Abay koleb  Health Post,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,diHQFEeUUzS,Abay koleb  Health Post,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,JXYshpR9Edm,Batehara Health Post,ipv,0.0,0.0,2.0
Amhara Regional Health Bureau,JXYshpR9Edm,Batehara Health Post,penta1,0.0,1.0,1.0
Amhara Regional Health Bureau,VFJJ3ojGW4V,Gena Mechawecha Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,Cmvzottdequ,Segadi Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,YpbPNtNykGV,Ambera Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,YoepmMhtBzl,Debre Medihanit Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,wk25NBPY3TW,Elana Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,wk25NBPY3TW,Elana Health Post,penta1,3.0,1.0,1.0
Amhara Regional Health Bureau,BGXr69JRuMZ,Asawagarie Health Post,penta1,0.0,1.0,1.0
Amhara Regional Health Bureau,BGXr69JRuMZ,Asawagarie Health Post,rota2,5.0,0.0,0.0
Amhara Regional Health Bureau,NOW7pAZHo7U,Mitgna Health Post,full_vacc,1.0,0.0,1.0
Amhara Regional Health Bureau,S23viCYx64M,Derowuha Health Post,rota2,5.0,0.0,2.0
Amhara Regional Health Bureau,S23viCYx64M,Derowuha Health Post,full_vacc,3.0,1.0,2.0
Amhara Regional Health Bureau,pH74OG6aDkT,Shega Health Center,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,ARXZbKv9UiX,Tirtira Health Center,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,kq967hIkxjD,Atuga Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,Yde60ppdc1E,Bura Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,Yde60ppdc1E,Bura Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,aBcCZLuQKKQ,Akermit Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,aBcCZLuQKKQ,Akermit Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,B0iBct5A9g7,W/ro Sihn General Hospital,mcv1,1.0,0.0,1.0
Amhara Regional Health Bureau,cFKfMhMaODA,Sertekez Health Post,mcv1,0.0,1.0,1.0
Amhara Regional Health Bureau,cFKfMhMaODA,Sertekez Health Post,full_vacc,0.0,1.0,1.0
Amhara Regional Health Bureau,LPDINSc3Z5M,Dollu Health Post,mcv1,0.0,0.0,2.0
Amhara Regional Health Bureau,ZBIiI1EtRcW,Sehor Sarweha Health Post,mcv1,0.0,1.0,1.0
Amhara Regional Health Bureau,vSBK1E9e0W0,Meti Health Post,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,HpCpVcY1nYv,Lemon Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,KAXPg5mzklH,Mocha  Health Center,ipv,1.0,0.0,1.0
Amhara Regional Health Bureau,KAXPg5mzklH,Mocha  Health Center,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,uNnOS7x4Dc9,Finzit Health center,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,cq6UigCHjR1,Gedoda Health Center,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,wmk1NIsCMkX,Chira Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,xGWLfWY7NI1,Wogesa Health Post,penta1,1.0,1.0,1.0
Amhara Regional Health Bureau,w0RcG9OmDw5,Akako areja Health Post,full_vacc,0.0,1.0,1.0
Amhara Regional Health Bureau,iltIYxHKM77,Delema Health Post,mcv1,0.0,1.0,1.0
Amhara Regional Health Bureau,A0nnNPp9bHp,Yigodi  Health post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,u5yDOCTeRxc,Zaba Health Post,penta1,1.0,1.0,1.0
Amhara Regional Health Bureau,QYB7teO1GUp,Lata Health Center,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,gOWKUTuWsxD,Aykel Primary Hospital,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,qS7NgMcFFdg,Deneba Health Center,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,F29yuw0bYZh,Jit Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,F29yuw0bYZh,Jit Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,FRUTs28m02o,Soba Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,FRUTs28m02o,Soba Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,DRyUZRWCgQo,Selamye Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,HRcZM3RJLpa,Yesheret Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,vfDRRNVwERQ,Kegni Health Post,penta3,3.0,1.0,2.0
Amhara Regional Health Bureau,xTZ3PxQmX7g,Yayira Health Post,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,xTZ3PxQmX7g,Yayira Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,er0416j26FA,Wad Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,gngSTjhPfRH,Kame Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,pgcWrTXxTHT,Behara Health Center,full_vacc,0.0,0.0,1.0
