region,hf_id,hf_name,indicator,iqr,zscore,ttt
Amhara Regional Health Bureau,csbYlurtQm8,Meskale Ber Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,xRtldomlxpB,Mersa Health Center,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,xRtldomlxpB,Mersa Health Center,penta1,1.0,1.0,1.0
Amhara Regional Health Bureau,yQACI1oLTo5,Magie Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,M5epiw8YfYR,Gatira Health Post,penta1,1.0,1.0,1.0
Amhara Regional Health Bureau,O0j1lcsLfjE,Akuna Health Post,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,hebgbl78z82,Ashikuana Health Post,mcv1,2.0,1.0,1.0
Amhara Regional Health Bureau,ESr364cIyfZ,Adada Health Post,penta1,1.0,1.0,1.0
Amhara Regional Health Bureau,vzewRiLjt2t,Shasho Healthe Post Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,sH0NXOTuPNN,Tsata Health Center,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,sH0NXOTuPNN,Tsata Health Center,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,xe3rx4LKICH,Suha Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,p3g8LxPsf7o,Gendiwa Balangeb Health Post,full_vacc,1.0,0.0,1.0
Amhara Regional Health Bureau,PRmadb9LUkC,Dagi Health Center,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,CM1VGv1wbxO,Gug Health Center,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,BAvSIMIROjX,Shutera Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,ekhsyNuSXnU,Jankel Health Center,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,pYiHA1GSxeU,Meka Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,ITKYvm0Lc3M,Debi Health Center,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,ITKYvm0Lc3M,Debi Health Center,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,OisT1JMVTYw,Gisayta  Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,cehEiLLL8tf,Mereba Health Center,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,xJXKUZP28CO,Wudmen Health Center,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,vgMiy0MLZLy,Lwcho Health Post,mcv1,2.0,1.0,1.0
Amhara Regional Health Bureau,pjmYXdOthzQ,Barcha Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,eUFyN4IPjZX,Yinesa Lemirt Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,AZxyODgiIbM,Zegansa Health Post,mcv1,0.0,0.0,2.0
Amhara Regional Health Bureau,yaUaygj4T58,Gurnamba Health Post,full_vacc,5.0,0.0,1.0
Amhara Regional Health Bureau,kDSScjlmoAx,Sanq Health Center,penta1,1.0,0.0,1.0
Amhara Regional Health Bureau,Gm7UV6x1xq0,Gissa Health Center,bcg,0.0,0.0,1.0
Amhara Regional Health Bureau,Gm7UV6x1xq0,Gissa Health Center,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,b3JZGbuQ4kA,Harbowelde Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,kgvGBPPKpf3,Hitetra Health Post,ipv,1.0,0.0,1.0
Amhara Regional Health Bureau,VKtT1SOTjeP,Kewzba Health Center,penta1,NaN,NaN,NaN
Amhara Regional Health Bureau,vlERGOnKoi0,Awuja Health Center,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,z6z9tpS8fYY,Ginb Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,i7TJMQZ6vrd,Maynegad Haelth Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,i7TJMQZ6vrd,Maynegad Haelth Post,full_vacc,2.0,1.0,2.0
Amhara Regional Health Bureau,BeEBeKaxw40,Ayina Health Center,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,xUH2jLRZIBM,Buya Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,xUH2jLRZIBM,Buya Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,IECZUbICuu2,Delesa Health Post,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,l3tvdlSTKrE,Kinti Health Center,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,aZlLZdpRk2e,Bunijira Health Post,rota2,0.0,1.0,1.0
Amhara Regional Health Bureau,irFAg3essqU,Tirantir Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,nEU5ajdnU2D,Chandiba Health Post,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,wPngZdVXFfK,Mesino Amba Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,IxJ7fZD36WR,Gendawuha Health Center,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,IxJ7fZD36WR,Gendawuha Health Center,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,lnMMqSFJ34w,Gelego Geter Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,CAIxiF4JesO,Deskua Health Center,penta1,4.0,0.0,0.0
Amhara Regional Health Bureau,s06Ep4XfQmv,Arb Gebya Health Center,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,DJMeEkb1Wz2,Zagra Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,PH5tqPcmaIV,Sentel Health Center,penta3,NaN,NaN,NaN
Amhara Regional Health Bureau,nvfbQeqDLpM,Dile Betigle Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,wc2V5hvfQEv,Sina Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,wc2V5hvfQEv,Sina Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,PEapuckMFgj,Angoba Health Post,penta1,1.0,1.0,1.0
Amhara Regional Health Bureau,mdEwuDuLl72,Girana Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,mdEwuDuLl72,Girana Health Center,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,VI6JhrOucky,Kenchechil Health Post,ipv,1.0,0.0,1.0
Amhara Regional Health Bureau,VI6JhrOucky,Kenchechil Health Post,penta1,1.0,0.0,1.0
Amhara Regional Health Bureau,BwlP8PNPm5n,Sedie Health Center,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,OmKTIGM0GXk,Gedayasu Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,OmKTIGM0GXk,Gedayasu Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,b8x5iRzjatd,Yekebabat Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,UwuWxsczFY0,Ayteter Health Post,bcg,2.0,1.0,1.0
Amhara Regional Health Bureau,UwuWxsczFY0,Ayteter Health Post,penta3,1.0,1.0,1.0
Amhara Regional Health Bureau,L2Ix4FuuVUy,tulefa Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,L2Ix4FuuVUy,tulefa Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,z4pFUiz0kwF,Robit health post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,BmkRlBMdg6d,Anguaba Buladige Health Post,ipv,0.0,0.0,2.0
Amhara Regional Health Bureau,KRC8Wo78Iwr,Hara Health Post,penta3,4.0,1.0,1.0
Amhara Regional Health Bureau,gIQZw8Se8Ks,Gabla Health post,ipv,0.0,0.0,2.0
Amhara Regional Health Bureau,p7mJfixjp9e,Menentela Health Post,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,hB1zKj7sZKM,Bahir Aneba Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,AOGTeusJrC9,Tiruselam Health post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,AOGTeusJrC9,Tiruselam Health post,penta3,2.0,0.0,2.0
Amhara Regional Health Bureau,bYZNHaXQaJ7,Libanos Health Center,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,qHOlSeOaCta,Nefasit dega Health Post,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,yC6VVrSQypG,Gundle Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,uiY5G2gRnRk,Checeho Health Post,mcv1,0.0,1.0,1.0
Amhara Regional Health Bureau,OeZzE2B4qlM,Mangudo Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,Kl5skcWFnLV,Debre Zebit Health Center,penta1,NaN,NaN,NaN
Amhara Regional Health Bureau,UYI4MHFDxa0,Dagi Avola Health Post,penta3,1.0,1.0,1.0
Amhara Regional Health Bureau,yAXyvkwrbcq,Wenba health post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,STsCFtCx3Pr,Balearbe Health Post,mcv1,1.0,1.0,1.0
Amhara Regional Health Bureau,DnQ6kCo3aTn,Askuna Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,DnQ6kCo3aTn,Askuna Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,yppUIuZzA8O,Kenweta Health Post,penta1,2.0,1.0,2.0
Amhara Regional Health Bureau,pb37gjykgPg,Gedero Health Post,penta1,2.0,1.0,1.0
Amhara Regional Health Bureau,GJeCTNwn1rS,Kotet Health Center,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,I5dv0wu9V9a,Mena Medihaniyalem Health Post ,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,aT0bKtTK6LM,Del Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,gPpnUZ9nPu9,Kolagerado Health Center,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,SpSi88zTD7C,Kosoye Health Post,ipv,0.0,0.0,2.0
Amhara Regional Health Bureau,SpSi88zTD7C,Kosoye Health Post,penta1,3.0,0.0,1.0
Amhara Regional Health Bureau,btP7baKOwNV,Berkut Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,Y9hEQne6Fzq,Shebel Berenta  primary hospital,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,Y9hEQne6Fzq,Shebel Berenta  primary hospital,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,HWoD1bgCf6D,Chomye Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,HWoD1bgCf6D,Chomye Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,d7weBf3nqhe,Genet Dilandie Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,d7weBf3nqhe,Genet Dilandie Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,KGUXWOtSZkU,Goy Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,ccQr0R1qyNN,Den Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,ezdulpOsMRd,Robit Health Center,mcv1,2.0,1.0,1.0
Amhara Regional Health Bureau,VBgLauEv0yt,Mitrha Health Post,penta1,0.0,0.0,2.0
Amhara Regional Health Bureau,WHthMNqolpf,Jayimala Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,xSlqNIHzAWI,Tengego Health Center,penta1,1.0,1.0,2.0
Amhara Regional Health Bureau,bRuCGrSOTHK,Remebek Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,bRuCGrSOTHK,Remebek Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,kFOamZYNTvE,Chimzin Health Post,full_vacc,2.0,1.0,2.0
Amhara Regional Health Bureau,oTBZBkzizdO,Ayima Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,d4BJIqnn47g,Birakat Zuria Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,ksrUg5cCz2Z,Korebta Health Center,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,FGXpzJQ44Xi,Girarege Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,WQrn8XYHrCZ,Debre Tslalo Health Post,rota2,1.0,0.0,1.0
Amhara Regional Health Bureau,eG47gk8hzYY,Meley Health Post,penta1,2.0,0.0,2.0
Amhara Regional Health Bureau,uFw0d4kVh3o,Wodebiye Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,DVMmeXEzjTB,Medeb Gubeda Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,L1U3NHiQQEd,Dinkusa Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,F49SM1vkIDn,Yechika Health Center,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,eWiatiYgwk8,Tenta Primary Hospital,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,PPJXloOH75k,Zeita Health Center,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,HTVW15qsxfg,Dega Segnin Zuria Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,HTVW15qsxfg,Dega Segnin Zuria Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,oDnmcQBxOym,Deremo Health Center,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,zKIimK7dQby,Berkitue Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,F0zeSCUuYJD,Biterfo Health Post,mcv1,2.0,1.0,1.0
Amhara Regional Health Bureau,J8P688lVAOQ,Sheh Aleke Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,Ktm2YxSmOfC,Gobeya Health Post,penta1,1.0,1.0,1.0
Amhara Regional Health Bureau,PajopFyLSP5,Gello Health Post,penta3,1.0,1.0,1.0
Amhara Regional Health Bureau,abPnxFbSACM,Simra Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,QugzUfEsgWj,Beklomanekiya Health Post,ipv,1.0,1.0,1.0
Amhara Regional Health Bureau,QugzUfEsgWj,Beklomanekiya Health Post,penta1,1.0,1.0,1.0
Amhara Regional Health Bureau,gTjfbLHOQuW,Kuancha Kuakurita Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,wPTy9U5Xoh3,Gena Memcha Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,CZTtLi4F9oi,Diguna Lamgie Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,x6zp3YJu9Pc,Begochgate Health Post,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,A5wKRHr12Br,Fefa Dildy Health Center,penta1,NaN,NaN,NaN
Amhara Regional Health Bureau,JCCYIBFJaXL,Bata Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,oOyrfBDuSF1,Mesha health post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,MS2dqwpq0Vm,Lezamba Health Post,penta1,1.0,1.0,1.0
Amhara Regional Health Bureau,pGG7YuKc4wZ,Ledaho Health Post,full_vacc,4.0,1.0,1.0
Amhara Regional Health Bureau,akldvkz12wT,Rim Health Center,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,DbMT8w3oEh5,Kosero Health Center,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,e7KXARWqfKc,kirarem health post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,FGi86lQA7lz,Wirke_Divnu Health Post,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,cmXEuRZWiTX,Hamusit Health Center,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,fKqOXPPTkvW,Yedengora Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,fKqOXPPTkvW,Yedengora Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,BaxLo9DMbyN,Tarma Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,ZWb8jbotcO9,Wogeri  Debeso Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,fcyde9KCCVJ,Taba Health Post,penta3,2.0,0.0,1.0
Amhara Regional Health Bureau,C3X9DzsUO5L,Woynima Health Center,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,gLbrJytLwqI,Chibachibasa Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,OTHkYjHpWhK,Kashit Health Post,ipv,2.0,1.0,1.0
Amhara Regional Health Bureau,OTHkYjHpWhK,Kashit Health Post,penta1,1.0,1.0,1.0
Amhara Regional Health Bureau,FjrSVcn8Wb1,Burafer Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,SOhsXPECnP6,Debremaws Health Center,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,f0NWJd2qUtu,Arbit Health Center,penta3,NaN,NaN,NaN
Amhara Regional Health Bureau,ViFWV1kJRci,Debie Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,RrKfDpPBJSO,Nebiss Gebia kutir 4 Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,hHIaHkIrJCx,Segora Health Post,ipv,2.0,0.0,1.0
Amhara Regional Health Bureau,EPpigNa7pro,Zibela Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,SrLxoCs0z9U,Aleltu Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,EvO4C9ump6O,Abekers Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,EMfm68SmIwP,Geregera Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,vm0YlBr7eXQ,Negase Amba Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,yya5vcBgyXa,Defia Health Post,penta1,0.0,1.0,1.0
Amhara Regional Health Bureau,Ag1rx23CQA6,Tita Health Center,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,dpC3FN45qYa,Konter Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,nSdcgX33fKm,Debresina Primary Hospital,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,WTz2Xfmq5T6,Kormargefiya Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,l0AWOC2zGwU,Washa Ambaw Health Post,mcv1,0.0,1.0,1.0
Amhara Regional Health Bureau,OoVHC8mB0so,Enchetkab Health Center,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,rM2DwIUBaGq,Gasha Jagerie Health Post,rota2,0.0,1.0,1.0
Amhara Regional Health Bureau,NTwF2PAsEXd,Genze Health Post,penta3,1.0,0.0,1.0
Amhara Regional Health Bureau,kcFaT3nm0Uq,Kessa Health Center,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,KS01rI3T8NT,Sirabtegibar Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,eRSkwrcnZF9,Kalay Sholit Health Center,bcg,NaN,NaN,NaN
Amhara Regional Health Bureau,eRSkwrcnZF9,Kalay Sholit Health Center,full_vacc,NaN,NaN,NaN
Amhara Regional Health Bureau,EHnsN1HHwuC,Maya Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,wIOGc9MBi06,Golebo Health Center,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,c0AeBlKj9Us,Tirgosgie Health Center,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,L56Y4Xa0mEZ,Mender Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,VfyiKKpUunG,Kutkuat Health Center,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,eArzw0ovhbQ,Kolele Lecha Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,PWg139Ujhgc,Wasel Health Center,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,o7L02jAH091,Jibasra Health Center,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,lV3T3YAuYgP,Tihuazakana Health Post,penta3,3.0,0.0,1.0
Amhara Regional Health Bureau,JpGfM0mly5o,Achigi Health Center,penta1,NaN,NaN,NaN
Amhara Regional Health Bureau,lyZVJRcmbTI,Mankusa Health Center,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,eed9vNXkq9H,Deger Health Center,mcv1,2.0,0.0,2.0
Amhara Regional Health Bureau,vBoSs2j68yz,Jinkira Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,pP3t9SxOJRY,Yezer Afaf Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,pn3g4EKb3uh,Bifagn Health Post,penta3,2.0,1.0,1.0
Amhara Regional Health Bureau,MPLamcVOjGT,Gaje Health Post,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,MPLamcVOjGT,Gaje Health Post,penta1,NaN,NaN,NaN
Amhara Regional Health Bureau,vm3F16Myswk,Azima Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,goamX1FMsZG,Gebreal Health Post,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,jRTe6a73A7L,Baket Health Post,ipv,0.0,0.0,1.0
Amhara Regional Health Bureau,qrCryHUAkKk,Ankesha Health Center,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,cN7JM8pLAof,Sekelet  Health Post,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,c6IA7toq41f,Genatit Health Post,rota2,0.0,1.0,1.0
Amhara Regional Health Bureau,JZoTq69sigI,Zeita Magas Health Post,ipv,2.0,0.0,1.0
Amhara Regional Health Bureau,JZoTq69sigI,Zeita Magas Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,vbNJggIXCls,Zenzen Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,xg4HtU0APOA,Filagenet Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,BySyYCBPHLR,Kurbie Health Post,mcv1,2.0,1.0,2.0
Amhara Regional Health Bureau,PoFkqftSRwa,Berkeza Health Post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,ahZfQD2gYtV,Agam Wuha Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,IKwrs086Y5t,Dubaba Geter Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,Jwax4WwDSNF,Dino Health Post,rota2,1.0,1.0,1.0
Amhara Regional Health Bureau,MB9IZVdjgL3,Kerewa Health Post,penta1,NaN,NaN,NaN
Amhara Regional Health Bureau,MK2Zbos0Fq4,Mariam Tagibagn Health Post,bcg,1.0,1.0,1.0
Amhara Regional Health Bureau,MK2Zbos0Fq4,Mariam Tagibagn Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,Nek0VDViBNa,Wagra Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,aUfD6yoeRMZ,Sebi Serako Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,aUfD6yoeRMZ,Sebi Serako Health Post,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,hJzzzqWCvcA,Zemene Merik 02 Health post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,wROAqQKF1Dy,Genda-Weha Health Post,mcv1,NaN,NaN,NaN
Amhara Regional Health Bureau,PXgYXzMFmSI,Debre birhan health post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,DI5KnRIpJQC,Dibibiso Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,ejQyhl9AAhN,Yeneja qinqina Health Post,penta1,1.0,0.0,1.0
Amhara Regional Health Bureau,S8yP1QFckJ9,Enagia Health Post,penta3,0.0,1.0,1.0
Amhara Regional Health Bureau,Q8rOnHEmatD,Aberach zazebel Health Post,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,Y119uvACp6O,Ayat Meda Health Post,penta1,2.0,1.0,1.0
Amhara Regional Health Bureau,cD46j3nQtbG,Abiromenor Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,ZBMBmoyjrqC,Chonchock Health Post,penta1,NaN,NaN,NaN
Amhara Regional Health Bureau,AG1ySR0KoOy,Zenzelma Health Post,penta1,NaN,NaN,NaN
Amhara Regional Health Bureau,evCrOEmm9aS,Acherwuha Health Post,mcv1,0.0,1.0,1.0
Amhara Regional Health Bureau,tjmZOlAEpMI,Gira Kidamen Health Center,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,tjmZOlAEpMI,Gira Kidamen Health Center,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,Tv8HtPb6s2c,Warkaye Health Post,rota2,1.0,0.0,1.0
Amhara Regional Health Bureau,beuzEeM3NDn,Gerargie Health Center,penta3,0.0,0.0,1.0
Amhara Regional Health Bureau,oztKxIseg7A,Metene Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,TsQCdyO5sZB,Genbo Silasie Health Post,penta1,0.0,0.0,1.0
Amhara Regional Health Bureau,yV7RJPVno1X,Hizbe selam Health post,ipv,0.0,0.0,0.0
Amhara Regional Health Bureau,HYymLsUpZB0,Debsan Tkara Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,OSdk7icM3af,Achekan Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,OSdk7icM3af,Achekan Health Post,full_vacc,1.0,1.0,1.0
Amhara Regional Health Bureau,mP0fGapfDVO,Adama Health Post,penta1,0.0,1.0,1.0
Amhara Regional Health Bureau,kfwUiX9sCEO,Dem Dingay Health Center,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,RPdDJSqDfyw,Mentawuha  Health Center,rota2,0.0,0.0,0.0
Amhara Regional Health Bureau,sASvRL5SWeg,Zeblo Health Post,full_vacc,2.0,1.0,1.0
Amhara Regional Health Bureau,La4O71XH6sy,Bezira Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,La4O71XH6sy,Bezira Health Post,full_vacc,0.0,0.0,2.0
Amhara Regional Health Bureau,OaLc4RmkBwn,Robit Health Center,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,gDvRg1f5bls,Debre Tabor Health Center,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,KLEUjaDEWlz,Debregenet Health Post,ipv,2.0,0.0,2.0
Amhara Regional Health Bureau,XrrqstVkrJv,Sabiya Sayna Health Post,mcv1,0.0,0.0,0.0
Amhara Regional Health Bureau,hyS3kDSgysV,Adisha Ristemariyam,ipv,NaN,NaN,NaN
Amhara Regional Health Bureau,c7NLxY6cQPj,Yidemeku Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,Jo7p3k3XSjl,Mahin Health Center,full_vacc,0.0,1.0,1.0
Amhara Regional Health Bureau,mGKeUXBdghL,Goregore Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,r1lMY6rcT6k,Lamegeno Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,TbW0wAsUf6v,Tedila giorgis Health Post,full_vacc,0.0,0.0,1.0
Amhara Regional Health Bureau,ead8nN0KAFq,Abdegoma Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,ead8nN0KAFq,Abdegoma Health Post,full_vacc,0.0,0.0,0.0
Amhara Regional Health Bureau,DzrkSoVJOed,Shimbit Health Center,rota2,0.0,0.0,1.0
Amhara Regional Health Bureau,ZhaGyNlk33S,Chikle Health Post,mcv1,0.0,0.0,1.0
Amhara Regional Health Bureau,TEXCDWCNIWU,Weyira Health Post,penta1,0.0,0.0,0.0
Amhara Regional Health Bureau,h1YjyyiLWgx,Sankra Geneta Health Post,bcg,0.0,0.0,0.0
Amhara Regional Health Bureau,h1YjyyiLWgx,Sankra Geneta Health Post,penta3,0.0,0.0,0.0
Amhara Regional Health Bureau,ErRxCvjkSC7,Gish Abay Health Center,bcg,0.0,0.0,0.0
